Industry_Type,Region,Country,Year,Co2_Emissions_MetricTons,Energy_Consumption_TWh,Automobile_Co2_Emissions_MetricTons,Industrial_Co2_Emissions_MetricTons,Agriculture_Co2_Emissions_MetricTons,Domestic_Co2_Emissions_MetricTons,Population_Millions,GDP_Billion_USD,Urbanization_Percentage,Renewable_Energy_Percentage,Industrial_Growth_Percentage,Transport_Growth_Percentage
Manufacturing,South America,USA,2021,277.31,227.93,59.78,85.2,31.91,12.85,1114.44,20097.38,42.59,6.24,5.6,-3.19
Energy,Africa,Australia,2007,271.1,491.38,80.4,67.26,48.9,16.13,534.97,6400.89,38.65,4.35,7.24,4.67
Mining,Oceania,South Africa,2017,239.9,397.84,76.67,117.7,22.91,12.09,843.08,20884.77,88.6,61.94,9.62,-3.67
Manufacturing,North America,China,2002,34.75,951.39,40.55,1.33,27.82,7.84,697.11,23705.06,95.81,46.54,14.64,2.4
Mining,Africa,South Africa,2022,23.95,492.91,39.01,119.13,35.51,10.62,1168.83,358.42,95.19,21.72,9.69,0.26
Mining,Africa,Australia,2001,149.69,484.93,3.84,98.03,30.44,10.74,1114.19,16740.23,27.22,17.36,13.15,4.46
Mining,Europe,Canada,2010,229.72,794.7,8.36,125.14,30.81,3.65,4.26,18151.04,54.37,65.72,9.36,-4.36
Energy,Europe,South Africa,2004,37.41,391.22,87.25,170.9,22.64,12.82,220.02,11191.67,32.88,67.73,4.76,9.42
Construction,Africa,USA,2006,192.61,196.92,80.61,165.76,38.57,3.58,359.1,1658.45,52.91,86.91,11.59,0.96
Construction,Europe,Australia,2013,158.59,768.51,2.21,161.44,0.57,10.88,770.57,3484.98,50.87,0.33,12.49,4.71
Manufacturing,South America,Canada,2018,217.93,910.15,88.28,82.36,7.95,13.48,452.36,24080.64,64.63,71.01,-8.27,-2.52
Mining,North America,Germany,2001,130.89,46.2,61.43,78.05,42.61,16.25,178.13,13228.7,47.7,90.26,-9.38,6.45
Energy,Africa,India,2008,208.14,859.97,80.21,41.45,46.56,10.91,125.7,17007.3,51.82,80.76,9.56,9.39
Mining,North America,India,2009,48.3,438.14,50.3,6.43,36.96,12.33,580.78,12033.58,27.82,82.52,1.89,2.44
Mining,South America,Brazil,2018,64.77,289.49,15.15,101.08,7.95,14.57,590.13,12986.68,32.27,45.32,3.79,1.13
Energy,Europe,India,2016,271.05,39.66,35.75,194.95,29.03,7.32,1011.38,4867.46,84.93,4.12,10.22,7.61
Construction,Asia,India,2006,99.15,205.92,45.06,150.46,14.06,1.03,212.33,6546.38,64.38,26.34,-5.58,-4.86
Mining,South America,Germany,2017,295.66,333.2,75.42,109.54,28.13,5.99,581.41,8526.32,47.53,3.84,9.99,6.21
Mining,Asia,China,2005,14.34,71.15,81.29,59.68,10.32,2.46,473.32,8001.05,76.05,55.19,12.14,4.93
Construction,North America,China,2008,149.01,189.2,74.17,24.46,6.95,15.23,720.19,2345.15,56.84,67.39,-3.71,-3.16
Energy,Africa,Germany,2007,97.83,736.97,47.72,52.83,9.71,16.3,1226.19,17522.13,99.47,97.64,6.18,7.74
Manufacturing,Europe,India,2021,298.79,687.02,66.4,106.9,44.66,19.38,504.83,1844.58,55.55,69.33,13.24,7.37
Construction,South America,USA,2021,297.02,769.95,29.62,124.85,2.99,12.07,1490.39,13723.49,98.31,89.09,6.46,6.4
Manufacturing,Europe,South Africa,2008,70.96,165.68,98.78,73.25,1.84,9.58,1419.58,10167.34,22.31,8.86,-4.81,0.08
Manufacturing,Asia,Australia,2000,80.54,43.51,16.9,21.07,9.61,18.82,333.73,12033.63,69.16,82.98,4.09,2.1
Construction,Asia,South Africa,2001,225.03,468.86,72.39,52.66,28.4,18.4,772.77,17139.65,23.81,24.57,14.15,0.16
Mining,Oceania,Canada,2021,266.96,343.11,15.58,51.48,4.55,12.87,1369.0,14963.68,75.02,16.82,12.71,-3.41
Manufacturing,Africa,China,2003,199.28,776.84,28.16,107.07,26.02,15.5,1071.51,22955.4,69.74,99.19,-6.24,-1.26
Manufacturing,Asia,Canada,2019,259.48,539.06,74.91,20.75,36.03,4.05,1310.3,24154.46,53.11,32.79,-1.38,-2.02
Energy,Africa,Germany,2017,19.46,931.21,72.94,57.71,27.05,10.35,1199.44,24667.49,62.98,31.0,-8.78,-2.86
Mining,Oceania,Canada,2009,192.34,61.68,12.54,68.79,38.37,6.88,930.73,11025.66,35.77,81.11,2.02,-1.84
Manufacturing,South America,USA,2000,210.2,363.99,67.89,105.49,26.04,16.49,986.84,9210.8,46.23,59.32,5.45,0.12
Energy,Oceania,India,2009,57.5,405.54,20.46,59.81,4.63,17.81,387.33,10666.04,41.81,10.75,-7.38,2.52
Mining,Africa,Germany,2008,233.5,126.33,97.3,30.05,33.5,8.09,279.5,5199.43,20.66,50.22,-3.75,-4.82
Construction,Asia,Canada,2022,283.31,583.22,60.34,5.19,16.44,9.63,857.24,11100.81,34.72,85.45,8.79,0.45
Construction,North America,China,2012,269.44,40.68,0.45,34.69,26.05,4.69,128.83,15769.86,74.45,58.56,9.21,-3.15
Energy,Africa,Australia,2014,73.87,712.87,20.92,164.97,49.74,17.57,380.16,17397.18,29.42,78.41,10.2,1.11
Construction,Europe,USA,2017,97.54,37.92,23.04,70.12,13.81,2.86,912.63,2133.56,61.74,2.19,-7.31,5.9
Manufacturing,North America,USA,2012,150.13,873.54,24.79,107.84,41.07,18.35,142.02,21447.45,80.38,75.47,3.71,6.99
Mining,Africa,China,2004,47.93,65.49,55.75,98.06,28.26,12.38,943.58,7017.07,84.5,81.46,-4.43,3.24
Manufacturing,Europe,USA,2001,286.21,456.62,20.64,55.33,45.79,4.98,800.0,17421.02,93.63,27.59,11.96,5.19
Manufacturing,Oceania,South Africa,2006,48.9,155.81,41.34,168.71,45.54,8.58,206.76,19991.6,58.76,45.38,-3.88,-3.92
Construction,North America,Australia,2008,228.55,133.56,17.42,187.73,35.75,2.12,748.87,10533.16,60.96,61.02,13.39,-3.55
Manufacturing,Africa,China,2018,102.76,721.36,66.72,42.56,15.3,11.93,1070.04,6383.21,89.79,69.2,10.32,5.33
Construction,South America,South Africa,2013,172.33,774.36,56.91,161.5,47.56,16.16,853.07,4182.67,75.45,47.68,1.41,3.71
Mining,Oceania,Germany,2016,14.63,739.33,62.91,151.18,41.79,13.07,1327.74,22891.66,70.26,96.55,-0.51,0.28
Mining,Europe,Brazil,2019,61.9,404.29,96.74,167.67,48.34,3.39,1423.11,3342.12,44.97,53.64,-2.83,8.33
Manufacturing,South America,Australia,2019,133.6,990.79,39.99,81.83,48.5,11.09,545.95,9403.19,94.71,47.55,12.99,5.74
Energy,Asia,India,2010,203.32,340.3,21.63,137.28,22.07,16.57,390.35,21680.38,76.49,68.52,-4.68,-0.04
Construction,Oceania,Germany,2021,233.38,245.66,99.88,38.08,4.98,17.23,608.8,15426.93,83.77,62.14,5.51,-1.74
Construction,Oceania,South Africa,2004,9.53,996.51,5.9,193.63,25.34,14.93,691.25,3351.71,46.75,99.78,0.51,3.0
Manufacturing,Africa,India,2011,46.17,977.29,81.05,144.57,6.16,7.37,279.68,15374.08,36.12,4.84,-9.06,6.79
Construction,Africa,India,2020,219.07,592.04,16.3,15.4,24.57,19.59,1113.41,20365.5,63.56,8.87,1.43,4.59
Construction,Europe,South Africa,2008,244.01,209.43,66.51,175.61,27.49,16.35,1371.68,18767.63,85.18,75.32,7.72,4.51
Energy,Oceania,South Africa,2016,71.35,238.88,47.43,191.82,28.89,16.84,713.95,21284.38,45.38,6.3,9.37,0.49
Energy,Africa,Australia,2007,69.28,521.13,83.92,66.8,0.55,17.02,82.29,17550.22,94.82,48.86,10.02,-1.6
Manufacturing,Asia,China,2007,26.86,776.22,73.14,107.83,42.83,14.67,1476.5,17764.01,50.56,94.83,-4.12,-4.92
Energy,Africa,Brazil,2011,45.51,77.92,17.32,198.39,22.97,10.14,517.19,12898.86,76.7,6.87,13.36,-1.69
Manufacturing,Oceania,Australia,2018,2.9,687.83,66.56,90.24,35.41,8.98,329.53,5483.8,78.82,39.7,5.73,-0.73
Mining,North America,South Africa,2009,177.15,103.56,21.79,133.18,5.58,15.25,567.6,10926.96,77.47,37.99,-2.27,2.01
Manufacturing,South America,India,2001,271.22,844.19,17.01,90.55,37.28,9.77,689.58,953.79,62.3,82.3,0.82,-0.72
Mining,Oceania,India,2007,45.3,532.35,8.5,15.22,22.12,18.02,449.13,20475.85,84.99,25.64,4.45,4.31
Manufacturing,Asia,Germany,2013,225.56,989.7,11.45,101.96,37.06,4.64,656.21,24855.33,77.86,89.27,-4.72,0.98
Construction,Oceania,Brazil,2018,172.31,753.11,70.42,165.37,46.29,15.61,1392.99,15063.26,80.7,56.97,13.98,2.44
Energy,Asia,Brazil,2003,282.01,497.48,99.21,8.4,36.57,4.86,943.06,16518.27,93.33,99.61,-5.49,5.23
Mining,Oceania,Canada,2008,239.54,141.61,67.61,88.26,30.78,9.44,484.02,9994.04,47.62,43.45,-0.8,-4.61
Manufacturing,South America,Canada,2012,255.89,542.62,70.88,164.47,35.36,1.8,11.52,8188.59,97.01,14.41,6.91,7.38
Energy,South America,India,2008,191.92,114.89,78.29,70.75,37.03,9.97,917.18,20593.99,93.58,43.7,4.12,4.29
Manufacturing,Asia,Brazil,2012,243.5,905.21,88.91,195.48,25.15,10.59,600.92,5151.92,81.74,72.0,-2.76,-3.9
Energy,Oceania,Germany,2015,105.59,230.45,26.85,76.7,41.81,3.69,700.45,20160.79,64.02,8.47,5.92,5.41
Energy,South America,China,2021,63.1,865.43,60.49,156.65,27.77,6.56,1308.57,15629.73,20.44,33.73,8.44,5.94
Manufacturing,Europe,India,2000,273.8,304.25,21.74,49.19,31.67,4.32,671.7,6040.65,80.57,96.23,-9.69,7.73
Mining,Oceania,USA,2007,220.43,222.29,52.61,66.54,21.23,8.66,209.74,17701.19,93.56,90.09,-9.94,6.3
Mining,South America,India,2008,27.67,304.58,20.95,144.23,47.65,12.79,812.22,21464.09,55.72,96.82,-3.49,0.9
Construction,North America,India,2012,260.14,707.7,6.49,11.5,25.8,2.93,1058.14,6662.12,37.6,91.53,6.98,8.52
Energy,North America,China,2016,105.0,525.45,8.92,18.85,10.74,7.95,450.76,7100.6,79.17,93.5,4.85,1.4
Construction,Europe,South Africa,2021,89.83,107.92,97.63,53.43,15.99,10.98,373.97,958.77,68.13,65.1,4.51,4.87
Construction,South America,Canada,2008,187.18,137.49,0.7,50.23,7.47,15.98,560.46,1008.96,99.9,8.68,-4.01,9.04
Manufacturing,North America,South Africa,2006,170.8,378.84,69.05,13.3,6.34,12.49,592.63,18706.88,34.38,39.7,8.25,9.38
Manufacturing,Oceania,USA,2022,161.71,338.87,88.74,194.38,46.57,16.49,276.09,1636.83,45.29,99.12,14.17,-1.95
Manufacturing,Africa,Canada,2019,76.84,851.81,39.43,58.78,33.28,1.49,952.77,1907.89,88.26,41.24,0.77,8.44
Energy,South America,USA,2022,287.95,572.47,70.84,144.53,0.13,3.81,1158.34,17813.24,72.83,52.58,2.34,-1.96
Manufacturing,Europe,USA,2009,285.06,187.12,34.95,78.67,40.64,18.52,928.59,15100.74,86.07,21.93,9.37,5.48
Manufacturing,South America,Canada,2020,1.75,28.83,52.94,198.19,26.58,13.28,755.18,12651.25,75.4,27.88,6.93,-0.46
Energy,Asia,South Africa,2004,101.68,102.81,93.58,28.16,5.56,8.29,859.9,14629.35,37.83,71.5,7.08,5.04
Energy,Asia,Australia,2016,14.14,700.56,4.33,74.92,22.72,7.32,770.54,17955.37,68.29,89.07,-0.73,5.11
Mining,North America,China,2001,255.15,847.17,26.79,86.4,18.35,14.98,696.02,14741.12,95.11,20.26,3.57,-2.43
Manufacturing,Asia,Brazil,2008,266.01,782.65,10.69,143.49,16.08,17.75,42.71,22922.56,72.3,74.68,2.79,6.4
Manufacturing,Europe,USA,2001,155.73,789.98,49.64,99.25,23.21,10.72,811.54,5849.07,71.66,5.03,-5.93,-1.53
Manufacturing,North America,Canada,2009,251.98,261.33,77.07,150.09,32.06,2.74,112.72,15589.37,86.04,28.26,0.66,-0.52
Mining,Europe,Brazil,2011,211.16,989.09,97.66,168.26,26.88,17.37,820.11,5786.54,76.44,33.82,-7.88,2.1
Manufacturing,Oceania,Germany,2001,150.12,86.87,15.63,57.91,14.17,8.12,744.81,22379.64,84.47,18.44,-4.0,0.69
Mining,Europe,Canada,2014,109.46,821.18,4.49,160.8,36.21,17.85,1281.9,21183.69,43.47,20.65,-1.89,4.14
Construction,Asia,China,2002,80.23,97.27,13.92,98.36,49.44,15.4,617.31,23690.48,62.06,33.72,-4.07,5.22
Mining,Oceania,Brazil,2001,78.2,267.9,96.88,15.4,48.3,6.57,1429.52,1921.81,89.77,56.2,-2.13,8.04
Construction,Asia,South Africa,2006,168.84,495.67,32.08,59.48,49.83,2.32,687.77,21870.13,71.36,24.4,12.56,1.68
Manufacturing,Europe,Australia,2008,50.46,53.81,26.79,160.6,24.41,10.24,1422.39,3107.85,46.38,73.48,-8.7,7.45
Construction,Asia,South Africa,2010,52.85,394.47,73.53,77.84,2.26,1.7,236.14,23348.29,42.56,79.55,-5.33,-2.7
Mining,Asia,USA,2021,3.61,350.44,12.16,18.74,36.45,16.58,1311.76,22322.68,81.23,60.41,1.55,9.05
Energy,Asia,Australia,2015,184.19,647.35,34.97,127.71,33.21,1.22,1168.74,18654.08,75.32,48.06,-0.2,-0.31
Construction,South America,USA,2006,298.31,718.15,14.57,170.08,48.35,18.86,364.0,690.47,59.24,62.36,11.32,0.55
Construction,Oceania,Australia,2012,266.82,90.95,97.43,26.66,18.61,9.99,1494.31,1757.18,35.88,6.79,-9.41,3.12
Manufacturing,Oceania,Brazil,2002,211.85,38.55,28.58,108.65,49.71,9.71,392.21,20468.81,43.49,54.54,-4.05,-3.33
Mining,Oceania,South Africa,2010,235.76,776.0,26.99,41.63,3.38,16.87,745.5,23963.86,90.53,92.94,6.89,4.24
Construction,Europe,Brazil,2002,125.35,528.23,63.48,67.62,18.01,10.99,1086.97,8097.91,47.35,59.17,-4.58,-2.82
Construction,Africa,Germany,2014,89.77,534.87,1.76,82.84,37.03,8.51,6.38,8457.79,61.22,59.17,6.25,2.3
Construction,Europe,Canada,2007,110.9,980.73,65.39,1.14,30.8,4.16,522.84,12401.12,45.71,36.73,8.46,3.61
Construction,Oceania,China,2006,24.89,438.02,45.44,71.21,10.37,14.62,855.56,424.28,82.89,91.17,10.51,3.56
Energy,North America,South Africa,2004,190.32,196.59,18.5,61.95,17.93,10.05,892.06,13885.32,35.76,17.52,-2.91,4.15
Mining,Asia,India,2005,52.87,680.8,48.69,133.71,8.2,10.17,1145.28,12180.89,86.46,20.18,-2.66,9.32
Manufacturing,Asia,South Africa,2018,228.98,815.77,99.9,176.03,49.73,5.17,814.07,7958.77,56.1,48.94,-0.78,3.9
Manufacturing,Africa,Germany,2002,57.4,502.61,83.9,21.14,25.77,2.96,1484.89,16701.79,55.14,68.74,6.34,5.12
Energy,North America,South Africa,2010,68.82,691.97,97.42,96.62,43.38,6.39,977.86,704.7,93.8,60.2,3.91,8.24
Mining,South America,Germany,2005,287.21,514.17,92.61,55.41,19.76,16.13,973.1,8526.81,39.45,71.98,-5.69,-0.94
Construction,Europe,South Africa,2020,32.07,407.65,82.06,197.5,12.28,12.57,664.09,4373.2,82.15,72.72,-2.5,9.99
Energy,South America,Germany,2013,149.9,34.76,33.54,156.09,24.45,7.11,693.95,16681.84,97.2,28.06,10.76,-3.17
Mining,North America,Australia,2016,19.27,174.16,73.02,23.66,38.49,5.99,738.91,6058.57,96.62,1.77,-4.59,0.45
Construction,Africa,USA,2002,27.57,480.03,39.21,73.83,45.51,0.17,1439.94,11969.91,79.87,61.26,-7.77,-2.32
Energy,North America,Brazil,2003,190.23,396.83,43.01,22.32,9.73,0.71,871.29,3866.57,41.47,21.21,8.98,5.71
Mining,Africa,Canada,2008,189.4,842.96,87.35,157.43,6.48,9.66,81.88,7072.1,91.63,9.99,-7.75,8.97
Manufacturing,South America,South Africa,2012,58.34,108.89,20.6,97.47,8.14,5.2,990.01,19245.91,52.88,24.33,4.41,-1.24
Manufacturing,South America,China,2005,261.81,50.6,29.73,129.49,15.24,18.74,255.18,11669.85,50.8,24.2,6.51,-0.61
Mining,North America,USA,2009,210.81,87.59,93.06,115.02,29.98,11.19,627.71,24993.83,51.24,84.84,14.02,-3.25
Manufacturing,North America,Germany,2019,90.53,678.25,69.99,36.6,36.91,18.05,138.99,4223.42,24.85,80.67,11.05,0.45
Mining,Asia,China,2019,74.89,594.68,6.58,2.7,18.3,4.14,234.01,6797.77,48.48,5.54,-7.7,-2.13
Construction,Africa,USA,2020,226.41,632.4,12.25,174.06,45.96,2.55,1133.69,20859.52,93.75,89.74,-3.1,-0.16
Mining,Asia,Canada,2012,220.22,157.34,58.0,18.56,23.08,16.68,550.23,2410.25,41.49,47.51,10.98,4.29
Construction,Europe,India,2022,45.08,516.59,79.9,158.31,24.47,12.23,72.29,9399.32,44.13,49.93,5.74,0.84
Energy,Europe,South Africa,2013,105.08,767.79,79.3,38.38,44.33,14.21,1085.67,5820.92,82.04,76.17,11.18,-3.63
Mining,North America,South Africa,2011,65.39,684.03,42.55,170.57,3.22,11.09,10.05,16506.92,24.98,12.68,0.37,-2.34
Energy,South America,Germany,2022,88.6,438.97,25.93,118.79,30.47,7.21,1209.9,17773.66,85.98,61.33,7.76,2.11
Manufacturing,Europe,USA,2012,86.63,103.95,78.79,79.89,28.05,5.84,837.16,16306.87,88.56,59.36,-6.66,4.51
Construction,Europe,Canada,2009,292.82,870.71,94.41,131.7,20.11,2.0,1282.29,6813.01,31.46,49.24,1.54,-3.22
Mining,Asia,USA,2006,225.19,526.44,44.47,54.82,21.65,1.69,419.84,2760.05,38.83,92.04,-7.65,6.08
Energy,Asia,Germany,2004,234.13,889.72,13.81,83.78,34.48,9.06,255.56,4863.39,77.52,60.23,-0.38,0.37
Construction,Europe,India,2011,83.59,438.98,61.01,164.77,28.5,5.92,101.28,15026.55,57.65,61.33,11.7,-0.3
Construction,North America,South Africa,2001,0.66,237.39,7.26,1.89,32.81,11.62,1049.81,20187.58,45.09,46.95,8.39,3.14
Manufacturing,Asia,Brazil,2007,17.92,307.76,61.19,46.87,22.07,14.2,1364.78,3381.72,51.74,21.04,-7.87,-3.73
Manufacturing,Europe,India,2007,166.12,418.44,17.38,148.29,20.19,13.13,1050.76,8913.56,82.11,25.74,2.35,3.74
Construction,South America,Germany,2018,86.0,614.42,51.65,143.92,26.01,17.67,917.62,6421.68,29.78,74.46,14.98,0.23
Construction,Asia,Brazil,2004,58.29,769.03,62.59,32.81,21.35,14.72,9.3,4457.86,82.62,17.33,13.1,5.17
Mining,Europe,USA,2007,15.37,243.02,44.73,196.6,42.28,7.95,543.64,12431.89,41.57,55.23,-8.58,-2.29
Construction,Africa,Australia,2009,262.83,188.13,82.75,135.33,43.62,7.28,1414.09,10643.8,81.62,27.41,9.9,3.28
Mining,Asia,Canada,2012,180.24,203.06,37.53,74.34,3.79,1.3,819.25,16728.4,96.35,12.94,2.24,-0.19
Construction,Africa,Australia,2008,32.66,934.53,15.59,70.24,3.05,11.07,395.69,12483.14,94.71,57.73,-6.62,9.53
Manufacturing,Asia,Canada,2006,230.04,164.37,46.44,104.59,14.51,13.6,182.62,23208.75,99.04,26.33,-9.18,0.85
Mining,Asia,India,2019,226.87,346.07,96.36,7.32,4.4,6.43,588.9,21313.86,37.45,21.22,8.76,7.39
Energy,Oceania,Australia,2019,87.18,486.12,88.03,142.94,27.04,16.94,212.43,7716.53,97.67,55.27,-4.73,-3.6
Manufacturing,Oceania,India,2018,56.93,556.43,31.18,13.77,1.16,7.3,1437.18,16259.91,35.61,52.06,-3.1,-3.82
Mining,Africa,Australia,2010,244.29,858.16,24.35,130.64,39.27,7.21,1260.62,16251.39,23.92,87.63,10.07,6.88
Mining,North America,Canada,2007,99.2,113.33,48.38,160.37,32.49,6.41,712.17,15077.57,33.74,42.79,7.98,9.39
Energy,Europe,South Africa,2021,254.3,108.46,65.55,181.06,10.67,1.97,1485.56,14845.99,21.73,20.67,6.48,0.91
Mining,North America,Australia,2015,13.57,316.75,92.68,29.61,16.54,19.87,226.85,2191.14,20.44,63.82,-7.38,8.85
Construction,North America,Canada,2009,150.04,413.49,61.37,149.12,15.35,9.72,244.03,23088.13,68.36,79.17,-8.7,-1.41
Energy,Oceania,South Africa,2005,54.29,374.09,83.63,196.66,46.14,18.8,240.19,14203.29,23.55,17.07,-3.46,9.41
Manufacturing,Europe,Brazil,2009,201.78,392.21,69.64,13.65,44.36,11.54,209.41,10251.55,43.42,17.09,-0.49,5.18
Manufacturing,Oceania,USA,2009,299.17,851.53,10.24,5.74,28.26,17.38,739.57,20373.9,56.06,88.26,-5.35,8.62
Construction,Oceania,India,2018,124.05,836.75,89.19,42.56,18.26,12.09,1159.9,6307.19,37.79,53.05,13.92,7.71
Manufacturing,Oceania,Brazil,2003,30.54,805.6,20.03,41.08,23.14,13.0,963.52,1149.3,96.24,82.26,-6.26,-3.16
Mining,South America,India,2018,95.64,755.4,36.73,63.96,28.44,19.02,631.05,8049.56,44.59,81.63,10.79,-3.05
Mining,North America,Australia,2002,267.51,40.87,84.04,184.72,24.68,15.27,44.17,14771.08,21.85,74.57,-0.67,1.59
Construction,North America,South Africa,2016,229.85,149.81,97.92,136.65,3.22,3.65,515.49,23035.79,52.15,44.94,3.93,-4.05
Manufacturing,North America,USA,2013,70.05,732.33,31.13,2.24,23.19,13.2,410.59,18628.63,29.06,47.32,2.28,1.77
Manufacturing,South America,Australia,2009,286.1,595.05,38.38,99.12,46.01,6.85,348.23,8971.36,88.01,81.29,2.76,0.48
Construction,Asia,USA,2005,186.85,674.11,48.61,175.16,20.49,8.19,589.1,19855.31,62.82,70.62,-9.01,-2.88
Energy,Africa,China,2015,50.83,717.07,49.85,106.92,35.08,17.39,1032.89,23490.02,27.32,58.82,-5.7,7.41
Manufacturing,Africa,Brazil,2008,171.91,911.41,75.06,38.92,49.85,17.08,1116.2,10428.94,49.25,44.85,5.15,6.16
Energy,South America,South Africa,2020,135.66,635.33,81.73,190.8,27.67,7.13,283.72,24815.53,49.8,92.58,-6.7,5.29
Manufacturing,North America,South Africa,2011,246.0,275.93,99.1,61.54,24.22,18.16,923.51,10568.42,81.46,34.47,-8.08,-0.19
Manufacturing,Africa,South Africa,2011,103.58,83.47,80.44,70.08,13.56,9.53,484.67,21322.94,97.7,0.54,4.58,4.56
Manufacturing,South America,Australia,2013,262.56,432.37,30.05,71.32,11.54,5.78,355.08,6526.19,44.76,67.54,-0.55,-2.86
Manufacturing,Oceania,Germany,2001,243.69,709.99,35.88,79.01,27.83,0.97,1496.05,8798.66,37.37,78.59,6.35,7.69
Mining,Europe,India,2009,202.54,282.26,61.84,141.78,33.84,6.27,94.84,21597.66,79.55,93.59,-0.3,-2.35
Energy,Africa,USA,2003,77.95,120.52,68.7,62.98,21.45,15.35,1279.45,878.58,61.0,87.46,11.41,1.76
Energy,Europe,India,2005,291.11,998.74,9.09,93.06,0.19,9.66,598.36,6841.08,78.93,53.52,5.24,-1.96
Manufacturing,North America,India,2022,164.83,419.16,34.43,52.77,28.05,4.39,1412.77,18307.27,24.28,89.58,-9.17,7.67
Manufacturing,Africa,Germany,2012,272.3,216.71,20.35,101.63,28.62,9.59,295.94,13554.58,99.76,26.11,-4.41,3.36
Energy,South America,USA,2022,65.11,164.97,50.83,189.48,3.75,18.19,1493.83,14218.94,58.74,94.68,7.01,8.15
Mining,Asia,China,2013,295.02,862.85,16.95,57.99,5.17,5.93,1129.85,8277.31,86.8,76.17,-6.67,-3.55
Construction,Africa,South Africa,2003,244.91,819.69,58.12,163.3,15.3,13.78,844.52,14056.82,34.33,52.15,2.52,-2.82
Construction,Africa,Brazil,2009,284.79,613.51,46.78,43.87,29.94,2.74,1138.39,7955.61,32.54,17.1,4.2,-3.83
Energy,Africa,India,2009,64.1,547.41,40.45,29.02,8.91,17.48,1103.13,1677.2,48.7,66.09,9.18,-0.6
Manufacturing,Africa,Germany,2004,129.48,951.46,64.93,18.32,17.28,10.23,511.98,323.87,39.43,99.71,14.74,7.42
Manufacturing,South America,Germany,2003,29.74,228.65,41.69,195.97,7.45,5.77,1399.34,7047.18,32.98,69.94,-6.49,2.85
Mining,South America,Brazil,2011,41.52,415.69,39.99,114.13,16.85,17.07,1406.39,15261.31,27.62,38.39,1.81,-3.09
Construction,Asia,Brazil,2021,85.55,25.15,65.15,102.9,36.45,2.93,409.65,5103.56,28.38,39.95,2.49,9.68
Mining,South America,Australia,2013,285.51,418.88,5.82,1.54,18.74,7.12,386.05,17003.45,33.21,75.31,-7.52,-1.9
Construction,South America,Canada,2006,200.32,384.52,43.3,96.91,40.89,3.46,1288.25,11345.34,28.1,27.29,-1.67,-1.42
Energy,North America,USA,2001,94.73,949.52,19.62,132.58,46.38,17.44,458.95,15927.34,64.38,82.42,13.87,4.95
Construction,North America,India,2013,286.39,358.55,3.95,82.05,15.43,8.81,1376.32,10870.01,87.86,18.22,12.59,3.01
Mining,Europe,India,2009,222.05,834.87,3.56,25.87,31.12,5.95,991.73,19933.39,88.37,45.66,-0.51,-4.58
Mining,Asia,Brazil,2015,272.14,766.71,16.85,53.61,13.2,17.13,1447.51,2075.01,95.87,52.85,13.08,9.68
Mining,North America,Canada,2002,278.2,147.7,43.45,142.85,28.49,18.08,1225.18,1768.97,53.25,34.81,-1.08,-3.75
Energy,Asia,South Africa,2007,225.36,962.74,56.71,95.12,6.05,2.03,1262.07,23920.13,85.49,10.8,5.34,9.35
Construction,Asia,Australia,2022,73.32,631.15,79.61,95.91,30.16,12.08,117.66,7765.79,76.89,26.23,11.44,-0.36
Construction,Africa,China,2016,298.98,596.75,60.81,7.78,8.72,11.15,748.33,6481.9,93.51,8.15,-5.58,4.67
Mining,Oceania,India,2003,97.86,12.2,52.05,105.91,19.74,16.69,609.73,17506.57,68.92,20.13,7.75,-4.9
Construction,Oceania,Germany,2020,201.68,699.36,3.73,85.0,11.91,10.15,1173.08,17906.44,35.57,9.71,8.01,4.67
Manufacturing,Oceania,South Africa,2018,253.52,56.1,29.86,175.94,39.8,1.93,484.19,4647.48,85.05,33.87,-4.54,9.8
Manufacturing,Asia,Brazil,2014,52.96,185.79,69.26,76.23,9.17,19.45,1015.64,3271.4,35.45,19.25,8.04,9.35
Manufacturing,Africa,India,2019,182.91,99.07,27.12,121.89,48.17,11.0,1038.53,20452.55,54.75,52.26,4.14,-1.4
Construction,Europe,USA,2009,112.86,378.52,59.47,187.18,6.04,12.76,459.94,22788.06,76.84,99.0,-3.31,-0.94
Energy,Europe,Brazil,2009,73.66,795.81,60.43,113.29,20.75,1.13,852.16,6118.12,90.78,58.72,4.45,-4.01
Energy,Oceania,Germany,2022,4.03,707.53,30.58,6.05,38.43,16.04,1054.99,4114.15,42.65,5.87,2.6,6.51
Energy,Europe,USA,2011,261.66,107.14,57.2,20.41,5.94,18.09,957.18,17452.66,32.12,54.02,14.12,2.53
Energy,Africa,Australia,2008,41.2,798.56,11.49,193.37,15.79,5.87,493.52,16683.76,69.22,91.52,13.13,2.8
Manufacturing,Oceania,Brazil,2014,263.5,461.12,72.72,110.46,22.69,5.82,410.8,16716.03,51.19,22.3,-2.49,-0.01
Manufacturing,Africa,Brazil,2017,180.41,33.11,2.35,37.94,38.14,4.15,462.73,18004.26,71.6,91.63,-0.4,5.54
Mining,Europe,India,2019,186.51,224.21,3.63,113.59,39.39,10.95,81.18,18313.18,87.66,69.34,3.32,-0.93
Construction,Oceania,USA,2000,248.68,785.29,87.04,191.48,42.79,0.53,958.43,19528.64,59.45,54.95,12.81,-3.63
